ID,Herbario,Duplicatas,Type.statu,No..Herbar,Coletor,Coletores.,No.Voucher,Dia.de.col,Mes.de.col,Ano.de.col,Familia,Genero,especie,species,Autor,infra,nome.infra,Autor.infr,Determinad,Mes.da.det,Ano.da.det,Pa�.s,Estado,Estado.Sig,Cidade,Localidade,Lat,Lon,,,,,,,,,
5365,UB,,,,W. R. Anderson,,35299,3,2,1972,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Trovó, MLO",10,2013,Brazil,Minas Gerais,MG,,About 8km N of Gouveia on road to Diamantina,-18.37044,-43.5664647,,,,,,,,,
1109,BHCB,,,61136,,,s.n.,,0,0,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Santana do Riacho,Usina Coronel Américo Teixeira (UCAT).,-19.16247,-43.63947119,,,,,,,,,
919,NY,,,898083,A. J. de Sampaio,,6880,,0,1934,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Santa Luzia,Serra do Cipó,-19.3884,-43.5398,,,,,,,,,
1072,BHCB,,,22801,A. M. Barros,,s.n.,24,9,1993,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,,,,Brazil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.14106,-43.64375284,,,,,,,,,
976,NY,,,898075,Bassett Maguire,,49036,,0,1960,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,,"Summit of Serra do Cipó, Km. 111-120, road from Hotel Chapeu do Sol",-19.2885,-43.5545,,,,,,,,,
1184,BHCB,,,166444,C. A. Ferreira Júnior,,435,15,5,2012,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,,2,2013,Brazil,Minas Gerais,MG,Santana do Riacho,"RPPN Brumas do Espinhaço e Ermo do Gerais, Cachoeira do Bicame.",-19.01888,-43.719722,,,,,,,,,
8808,RB,,,573110,C. M. Sakuragui,C. Vinicius,39,2,8,1990,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,F. N. Costa,,,Brazil,Minas Gerais,MG,Santana do Riacho,,-19.18844,-43.64456408,,,,,,,,,
1409,DIAM,,,,C. O. Andrino,M. Watanabe; L.M. Borges; M.F.Santos,97,25,11,2010,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,C.O. Andrino,,2010,Brazil,Minas Gerais,MG,Presidente Kubistschek,,-18.57222,-43.575,,,,,,,,,
15587,SPF,DIAM,,SPF00227122,C. O. Andrino,,97,25,11,2010,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Andrino, C.O.",0,0,Brasil,Minas Gerais,MG,Presidente Kubitschek,,-18.62458,-43.56992725,,,,,,,,,
1129,HUEFS,,,80940,C. Van den Berg,,1368,19,2,2004,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,C.O.Andrino,4,2015,Brazil,Minas Gerais,MG,Conceição do Mato Dentro,Estrada na APA do Intendente.,-19.14361,-43.553056,,,,,,,,,
1229,RB,,,501904,D. C. Zappi,"Millilen, W; Sasaki, D & Edwards, S.L",1934,9,3,2009,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,M.I.O. Trouó,12,2012,Brazil,Minas Gerais,MG,Santana de Pirapama,,-18.94277,-43.74944444,,,,,,,,,
1216,RB,,,503133,D. C. Zappi,et al.,2590,25,11,2009,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,M. Trovó & C.O. Andrino,3,2015,Brazil,Minas Gerais,MG,Santana de Pirapama,,-18.95833,-43.73805556,,,,,,,,,
5457,UB,,,,E. P. Heringer,Castellanos,6030,3,3,1958,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Moldenke, HN",,1986,Brazil,Minas Gerais,MG,,Serra do Cipó,-19.37894,-43.540812,,,,,,,,,
936,HUEFS,,,134634,G. C. P. Pinto,,80,21,5,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,C.O.Andrino,4,2015,Brazil,Minas Gerais,MG,Santana do Riacho,"Serra do Cipó, MG-010.",-19.37966,-43.54819797,,,,,,,,,
1277,NY,,,898076,H. S. Irwin,,20077,,0,1968,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",-18.91923,-43.7061377,,,,,,,,,
13621,SPF,BHCB,,SPF00189509,L. Echternacht,,1607,23,2,2008,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Echternacht, L.",2,2008,Brasil,Minas Gerais,MG,Santana do Riacho,,-19.11384,-43.56043548,,,,,,,,,
13600,SPF,,,SPF00187672,L. Echternacht,,1724,4,7,2008,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Echternacht, L.",7,2008,Brasil,Minas Gerais,MG,Itabira,Serra dos Alves,-19.26704,-43.51093548,,,,,,,,,
1136,BHCB,,,128189,L. Echternacht,,1936,23,2,2009,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,,8,2009,Brazil,Minas Gerais,MG,Conceição do Mato Dentro,"Tabuleiro, No vale entre o Pico do Breu e a parte alta da cachoeira de Tabuleiro.",-19.09361,-43.631944,,,,,,,,,
15387,SPF,,,SPF00218440,M. A. Pena,"Mittelstaedt, C.A.; Paciencia, M.",240,29,5,2007,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Trovó, M.",7,2007,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.11984,-43.57853548,,,,,,,,,
15389,SPF,,,SPF00218418,M. A. Pena,"Viana, L.",388,8,7,2007,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Trovó, M.",1,2008,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.23804,-43.58223548,,,,,,,,,
15379,SPF,,,SPF00218402,M. A. Pena,"Viana, L.",458,8,7,2007,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Trovó, M.",1,2008,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.13614,-43.60013548,,,,,,,,,
15392,SPF,,,SPF00218420,M. A. Pena,"Watanabe, M.",764,11,3,2008,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Pena, M.A.",0,2009,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.11974,-43.57903548,,,,,,,,,
13624,SPF,"CTES,G",,SPF00074977,M. M. Arbo,,4134,15,5,1990,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Costa, F.N.",5,2000,Brasil,Minas Gerais,MG,,Serra do Cipó,-19.16574,-43.59833548,,,,,,,,,
983,RB,,,590083,M. Verdi,"N. Pougy, D. Maurenza, E. Martins, E. Dalcin",6412,14,10,2013,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Trovó, M. L. O.",4,2014,Brazil,Minas Gerais,MG,Santana do Riacho,APA Morro da Pedreira,-19.27833,-43.59055556,,,,,,,,,
974,RB,,,590125,M. Verdi,"N. Pougy, D. Maurenza, E. Martins, E. Dalcin",6454,14,10,2013,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Trovó, M. L. O.",4,2014,Brazil,Minas Gerais,MG,Santana do Riacho,Pedra do Elefante/ APA Morro da Pedreira,-19.29055,-43.55333333,,,,,,,,,
967,NY,,,898084,N. Hensold,,245,,0,1981,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Santana do Riacho,"Serra do Cipó, 116 km by road from Lagoa Santa (12 km E of Hotel Chapeu de Sol), on road to Conceição do Mato Dentro.",-19.2944,-43.57,,,,,,,,,
987,NY,,,898009,N. Hensold,,366,,0,1981,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Santana do Riacho,"Serra do Cipó, 123 km by road from Lagoa Santa (19 km E of Hotel Chapeu de Sol), on road to Conceição do Mato Dentro.",-19.2639,-43.5361,,,,,,,,,
999,NY,,,898008,N. Hensold,,440,,0,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Santana do Riacho,"Serra do Cipó, Alto dos Palácios, 125 km by road from Lagoa Santa (21 km E of Hotel Chapeu de Sol), on road to Conceição do Mato Dentro.",-19.2444,-43.5444,,,,,,,,,
1019,NY,,,898086,N. Hensold,,447,,0,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Santana do Riacho,Ca. 3 km NNW of Vau da Lagoa on foot trail to Morro do Breu.,-19.1806,-43.6139,,,,,,,,,
1144,NY,,,898085,N. Hensold,,450,,0,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Santana do Riacho,Morro do Breu.,-19.0806,-43.6639,,,,,,,,,
1148,SPF,"K, RB",,289488,N. Hensold,,491,16,2,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,1986,Brazil,Minas Gerais,MG,Santana do Riacho,Morro do Breu.,-19.07222,-43.65555556,,,,,,,,,
1022,NY,,,898088,N. Hensold,,495,,0,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,,,,Brazil,Minas Gerais,MG,Santana do Riacho,Ca. 6 km NNW of Vau da Lagoa on foot trail to Morro do Breu.,-19.17,-43.6222,,,,,,,,,
1410,NY,,,898011,N. Hensold,,527,,0,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Presidente Kubitschek,"Along the Datas-Sêrro road, 9 km E of jct. with road to Costa Sena",-18.5722,-43.575,,,,,,,,,
958,W,SPF,,44357,N. Hensold,,699,12,4,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N.Hensold,4,1982,Brazil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.29444,-43.56666667,,,,,,,,,
896,NY,,,898074,N. Hensold,,819,,0,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Itambé do Mato Dentro,"Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.",-19.456,-43.531,,,,,,,,,
5982,MBM,,,139411,N. Hensold,,827,,0,0,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N",,,Brazil,Minas Gerais,MG,Itambé do Mato Dentro,"Serra do Cipó, Serra das Bandeirinhas",-19.31878,-43.57359719,,,,,,,,,
13636,SPF,W,,SPF00044357,N. Hensold,,4198,12,4,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.13974,-43.58833548,,,,,,,,,
13618,SPF,"NY,",,SPF00044077,N. Hensold,,4232,11,5,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Itambé do Mato Dentro,Serra do Cipó,-19.20974,-43.54233548,,,,,,,,,
13634,SPF,,,SPF00043964,N. Hensold,,8497,5,12,1981,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.12074,-43.56933548,,,,,,,,,
13633,SPF,,,SPF00043973,N. Hensold,,8502,6,12,1981,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Espinhaço,-19.10574,-43.59133548,,,,,,,,,
13637,SPF,,,SPF00043974,N. Hensold,,8504,6,12,1981,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.13674,-43.59133548,,,,,,,,,
13638,SPF,,,SPF00043980,N. Hensold,,8508,7,12,1981,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.10974,-43.57233548,,,,,,,,,
13613,SPF,M,,SPF00044812,N. Hensold,,8532,16,2,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Espinhaço,-19.07074,-43.61333548,,,,,,,,,
13622,SPF,,,SPF00044026,N. Hensold,,8535,16,2,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,1986,Brasil,Minas Gerais,MG,Santana do Riacho,Morro do Breu,-19.00774,-43.64033548,,,,,,,,,
13614,SPF,,,SPF00044396,N. Hensold,,8566,18,2,1982,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,"Hensold, N.",0,0,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Espinhaço,-19.06574,-43.62033548,,,,,,,,,
9756,LL,,,,P. Occhiori,,11423,27,5,1970,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,N.Hensold,,1986,Brazil,Minas Gerais,MG,,Serra do Cipo,-19.3162,-43.5767867,,,,,,,,,
1173,BHCB,,,127178,R. C. Mota,,3557,10,10,2002,Eriocaulaceae,Paepalanthus,nigrescens,Paepalanthus nigrescens,Silveira,,,,,6,2007,Brazil,Minas Gerais,MG,Conceição do Mato Dentro,Parque Natural Municipal do Ribeirao do Campo,-19.00294,-43.67333548,,,,,,,,,
3759,HUEFS,,,74468,A. A. Conceição,,656,22,7,2003,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,M.L.O.Trovó,5,2008,Brazil,Bahia,BA,Abaíra,"Catolés, Lagoinhas",-13.31611,-41.854167,,,,,,,,,
4253,HUEFS,,,92616,A. A. Conceição,,1217,5,3,2005,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,M.L.O.Trovó,5,2008,Brazil,Bahia,BA,Lençóis,Parque Nacional Chapada Diamantina,-12.52783,-41.4030601,,,,,,,,,
14876,SPF,,,SPF00104940,A. Freire-Fierro,,1676,1,10,1990,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Harley, R.",0,1992,Brasil,Bahia,BA,Mucugê,,-13.02,-41.23,,,,,,,,,
4283,HUEFS,,,81812,A. Furlan,,CFCR 7279,20,12,1984,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,,,Brazil,Bahia,BA,Lençóis,Rio Mucugezinho. Próximo à BR-242. Em direção a Serra do Brejão. Próximo ao morro Pai Inácio.,-12.52585,-41.40575712,,,,,,,,,
4096,ALCB,,,26838,A. J. Ribeiro,,116,24,11,1985,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Miranda Silva, EB",,,Brazil,Bahia,BA,Mucugê,"Chapada Diamantina, Encontro dos rios Preto e Paraguassu, perto da  rea de garimpo",-13,-41.366667,,,,,,,,,
4041,HUEFS,,,2254,A. L. Costa,,90,,12,1972,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,L.R.Noblick,1,1999,Brazil,Bahia,BA,Mucugê,,-13.00529,-41.37080002,,,,,,,,,
4037,BHCB,,,70437,A. Lima,,s.n.,2,11,1973,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,,,Brazil,Bahia,BA,Mucugê,Serra do Capa Bode,-13.0053,-41.3708,,,,,,,,,
4385,ALCB,,,42852,A. M. Carvalho,"Amorim, AMA; Sant'Ana, SC de; Jardim, J; Souza, GR; Cruz, NB",PCD1087,27,10,1994,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Giulietti, AM",,1998,Brazil,Bahia,BA,Lençóis,"Chapada Diamantina, Serra da Chapadinha",-12.45972,-41.440278,,,,,,,,,
14870,SPF,ALCB,,SPF00103916,A. M. Giulietti,,863,27,9,1994,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Giulietti, A.M.",9,1994,Brasil,Bahia,BA,Lençóis,Serra da Chapadinha,-12.45288,-41.43523626,,,,,,,,,
4374,ALCB,,,42851,A. M. Giulietti,"Stam, G; Guedes, ML; Bautista, HP",PCD863,27,9,1994,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Giulietti, AM",,1994,Brazil,Bahia,BA,Lençóis,"Chapada Diamantina, Serra da Chapadinha, Rio Mucugezinho",-12.46444,-41.441389,,,,,,,,,
14928,SPF,,,SPF00181671,B. Loeuille,,337,18,9,2007,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Trovó, M.",0,2007,Brasil,Bahia,BA,,Catolés,-13.0419,-41.39169321,,,,,,,,,
4104,SPF,,,,C. O. Andrino,A. Queiroz-Lima,338,31,1,2015,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,,,Brazil,Bahia,BA,Mucugê,Chapada Diamantina. Parque Municipal de Mucugê. Trilha para antigo campo de sempre vivas próximo à entrada da sede do parque.,-12.99861,-41.345,,,,,,,,,
4106,HUEFS,,,149564,D. Cardoso,,2654,4,5,2009,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,,,Brazil,Bahia,BA,Mucugê,"Chapada Diamantina, ca. 2 Km SW de Mucugê, na estrada para Barra da Estiva.",-12.99861,-41.385278,,,,,,,,,
3743,HUEFS,,,156871,D. Cardoso,,2825,12,12,2009,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,M.J.G.Andrade,5,2011,Brazil,Bahia,BA,Abaíra,"Bicota, alto da serra, no caminho para o Vira Saia.",-13.32833,-41.8525,,,,,,,,,
3933,ALCB,,,40176,D. J. N. Hind,"Bautista, HP; Queiroz, LP de; M. M. da Silva",3981,3,11,1996,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Trovó, MLO",,2007,Brazil,Bahia,BA,Piatã,"Chapada Diamantina, Sopé da Serra de Santana",-13.12909,-41.81936397,,,,,,,,,
14862,SPF,ALCB,,SPF00103606,E. Melo,,1217,22,11,1994,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Antar, G.M.",12,2012,Brasil,Bahia,BA,Lençóis,Morro da Chapadinha,-12.45008,-41.44333626,,,,,,,,,
4113,HUEFS,,,200799,E. Melo,,12298,2,11,2013,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,,,Brazil,Bahia,BA,Mucugê,"Rio Paraguaçu, próximo AABB.",-12.99333,-41.390278,,,,,,,,,
4391,ALCB,,,60339,E. Melo,"França, F; Oliveira, S; Nunes, TS; Souza, E; Ganev, W",PCD1217,22,11,1994,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Giulietti, AM",,1998,Brazil,Bahia,BA,Lençóis,"Chapada Diamantina, Serra da Chapadinha",-12.45666,-41.452778,,,,,,,,,
4431,ALCB,,,60338,E. Melo,"França, F; Oliveira, S; Nunes, TS; Souza, E; Ganev, W",PCD1371,24,11,1994,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Giulietti, AM",,1998,Brazil,Bahia,BA,Lençóis,"Chapada Diamantina, Serra da Chapadinha",-12.45,-41.416667,,,,,,,,,
7296,W,Museu Botânico Municipal de Curitiba,,,G. Hatschbach,,48330,17,9,1984,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,A.M.Giulietti,,1985,Brazil,Bahia,BA,Andarai,,-12.737,-41.39301296,,,,,,,,,
4267,HUEFS,,,168318,J. C. Brito,,59,7,2,2009,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,,,Brazil,Bahia,BA,Lençóis,Área queimada.,-12.52942,-41.39909073,,,,,,,,,
4072,HUEFS,,,127660,J. F. B. Pastore,,2198,9,8,2007,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,M.L.O.Trovó,5,2008,Brazil,Bahia,BA,Mucugê,"Campo ao lado da cidade, estrada de terra, acesso pela rodovia.",-13,-41.395278,,,,,,,,,
4035,BHCB,SPF,,137933,L. Echternacht,"LA; Almeida, TE; Souza, DT; Viana, MM",2024,24,4,2009,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,,,Brazil,Bahia,BA,Mucugê,"Ao lado da vila, Trilha arenosa beirando o Rio Mucugê.",-13.00555,-41.375,,,,,,,,,
3926,NY,,,571622,L. P. de Queiroz,,s.n.,,0,1992,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,A. M. Giulietti,,,Brazil,Bahia,BA,Piata,Serra de Santana,-13.12992,-41.82325297,,,,,,,,,
4360,HUEFS,,,6012,L. P. Queiroz,,651,29,6,1983,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,,1,1999,Brazil,Bahia,BA,Palmeira,,-12.46666,-41.466667,,,,,,,,,
4379,HUEFS,,,64316,L. P. Queiroz,,7437,18,9,2002,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,E.B.Miranda,2,2003,Brazil,Bahia,BA,Lençóis,"Área ao S da rodovia BR 324, no vale do rio Mucugezinho.",-12.46333,-41.418333,,,,,,,,,
14851,SPF,"CEPEC,HUEFS,K",,SPF00092268,L. P. Queiroz,,51517,10,2,1992,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Giulietti, A.M.",0,1998,Brasil,Bahia,BA,Piatã,Serra de Santana,-13.01293,-41.34653638,,,,,,,,,
3388,HUEFS,,,59,L. R. Noblick,,1750,3,4,1980,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,L.R.Noblick,1,1999,Brazil,Bahia,BA,Lençóis,,-12.49197,-41.40045958,,,,,,,,,
4077,HUEFS,,,98111,L. S. Funch,,2046,17,4,2005,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,M.L.O.Trovó,2,2007,Brazil,Bahia,BA,Mucugê,"Capa Bode, Gerais sob influência do fogo frequente.",-13,-41.383333,,,,,,,,,
14919,SPF,,,SPF00169525,M. Araújo-Nóbrega,,133,13,7,2000,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Sano, P.T.",7,2001,Brasil,Bahia,BA,Ibicoara,Serra do Sincorá,-13.21,-41.16,,,,,,,,,
4404,HUEFS,,,70006,M. J. G. Andrade,,106,24,8,2002,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,E.B.Miranda,9,2003,Brazil,Bahia,BA,Palmeiras,"Campo de São João, Serra da Bacia.",-12.45,-41.493611,,,,,,,,,
4338,ALCB,,,15471,M. L. Guedes,"Queiroz, LP de",696,29,6,1983,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Miranda Silva, EB",,1999,Brazil,Bahia,BA,Palmeiras,"Chapada Diamantina, Morro do Pai In cio",-12.47966,-41.49603375,,,,,,,,,
4307,ALCB,,,43528,M. L. Guedes,"Velozo, ES",6580,28,8,1999,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Guedes, ML",,1999,Brazil,Bahia,BA,Lençóis,"Chapada Diamantina, Serra da Chapadinha",-12.52002,-41.42086049,,,,,,,,,
3932,ALCB,,,114688,M. L. Guedes,Alunos de Botânica BIO C05,21946,15,6,2014,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Guedes, ML",,2014,Brazil,Bahia,BA,Piatã,Serra de Nossa Senhora de Santana.,-13.12909,-41.82103097,,,,,,,,,
3944,RB,,,630074,M. Nadruz,"JF Baumbratz, M Bovini, T Meneguzzo & L Jordão",3007,6,7,2015,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,M. Trovó,7,2015,Brazil,Bahia,BA,Piatã,,-13.1275,-41.82222222,,,,,,,,,
4167,ALCB,,,65308,N. Roque,"Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,",758,3,12,2003,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Trovó, MLO",,2007,Brazil,Bahia,BA,Andaraí,"Chapada Diamantina, 29 Km de Andaraí.",-12.94888,-41.282778,,,,,,,,,
3931,ALCB,,,129224,N. Roque,Alunos de Sistemática Evolução de Espermatófitas,5057,30,7,2017,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Guedes, ML",,2017,Brazil,Bahia,BA,Piatã,Trilha para o cruzeiro. Serra de Santana.,-13.12937,-41.81964197,,,,,,,,,
4279,NY,,,1280081,P. L. R. de Moraes,,2798,,0,2009,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,M. L. O. Trovó,,,Brazil,Bahia,BA,Lençóis,Barro Branco.,-12.52585,-41.40575773,,,,,,,,,
14854,SPF,HUEFS,,SPF00094875,P. T. Sano,,14074,14,2,1994,Eriocaulaceae,Paepalanthus,pulvinatus,Paepalanthus pulvinatus,N.E.Br.,,,,"Giulietti, A.M.",0,2004,Brasil,Bahia,BA,Lençóis,,-12.45228,-41.42653626,,,,,,,,,
